sentiment,text
positive,"We've used this about three times now, and it seems to be doing well.  Super easy to clean, and really helps keep the area under our awning looking tidy.  There is one spot that seems to be coming apart, but it is very small and probably where one of the kids was pulling at it.  Love how easy this is to roll out and roll back up, and how quick it is to sweep off."
positive,Love these covers. had to buy a pair for the wife's car too!!
positive,I love the suction power on this small car vacuum. It fits under my seat. It also comes with some extra accessories to get into tighter spots.<br />Very happy with it.
positive,"LOVE IT.  Need to find out what other Navy key tags they make (ship names, etc.) ?"
positive,Put these in my 2007 MDX and even though they look nice and work well the slide around pretty easy there's nothing on the bottom to keep them in place.
positive,"I bought this for a recent wheeling trip. I wanted to make sure I had some protection for my tire for any drop offs. First off, I like Body Armor 4x4, because they are US made. This was another great win. Solid made. I only wish it was a bit longer, but believe I'd still give me enough slide to keep from damaging my tire/tire carrier."
positive,"Kiddo is going as a Bioshock Little Sister for Halloween this year, so we naturally needed this for the Adam injector. We're very excited to have come across this item."
positive,"They recommended I go with the C3 size for my car.  My car is 190&#34; long, 73&#34; wide (without mirrors) and 55&#34; high.  A 2006 Pontiac GTO.  This cover fits exactly how I hoped.  It is snug and doesn't touch the ground.  It barely covers the front and rear bumpers, in fact my rear lower valence might have 1&#34; exposed.  But my last cover hung to the ground and I felt that picked up dust/dirt, even used inside the garage, so I wanted it just-right or slightly small.<br /><br />The elastic is also very strong,  much better than my last cover (was a Budge brand).  The material feels a little thicker/stronger and the grommets are nicer too.  Storage bag is nice.<br /><br />Overall I'm very happy and we'll see how long it holds up.  The Budge lasted for years of indoor use before it started ripping."
negative,"Coupled nicely to my grease gun hose, coupled nicely on to the Zerk fittings.  Problem is that the grease went everywhere except into the Zerk fittings.  I even tried it on Zerks that did not require a 90 degree coupler, still grease everywhere but in the Zerk fitting.  I had high hopes but I'll just have to look elsewhere."
negative,"Absolutely never again. We needed this for a 21 hour trip, 8 hours from our destination we ran into some rain. Every last damn thing for my family of 6 is soaked. Stuff is ruined! It is just raining, not flooding. I will be asking for a refund."
positive,Love it. Direct replacement. Did it because I had to change the water pump. Change the thermostat while you're in there!
positive,Not as loud as I expected. I'm not sure that a typical car driver several feet away with the windows up will hear this. Kind of pricey for the volume level. Easy to mount and easy to use.
positive,"Stamped made in USA. Hopefully this is a quality product and not the over seas made steering stabilizer sold under 50 different brands by slapping a sticker on it.  Paint is horrid... Not full coverage, Orange peel textures and they painted right over the bushing,. No pride in the product.  No quality control. Waiting for the mounting kit to arrive as apparently it fits best if not mounted using the oem hardware. For 09 2500hd Duramax"
